time,gps_lat,gps_lon,gps_alt
1.56,45.33380481,-93.22507886,245.8816986
1.58,45.33380481,-93.22507886,245.8816986
1.6,45.33380481,-93.22507886,245.8816986
1.62,45.33380481,-93.22507886,245.8816986
1.64,45.33380481,-93.22507886,245.8816986
1.66,45.33380481,-93.22507886,245.8816986
1.68,45.33380481,-93.22507886,245.8816986
1.7,45.33380481,-93.22507886,245.8816986
1.72,45.33380481,-93.22507886,245.8816986
1.74,45.33380481,-93.22507886,245.8816986
1.76,45.33380481,-93.22507886,245.8816986
1.78,45.33380481,-93.22507886,245.8816986
1.8,45.33380481,-93.22507886,245.8816986
1.82,45.33380481,-93.22507886,245.8816986
1.84,45.33380481,-93.22507886,245.8816986
1.86,45.33380481,-93.22507886,245.8816986
1.88,45.33380481,-93.22507886,245.8816986
1.9,45.33380481,-93.22507886,245.8816986
1.92,45.33380481,-93.22507886,245.8816986
1.94,45.33380481,-93.22507886,245.8816986
1.96,45.33380481,-93.22507886,245.8816986
1.98,45.33380481,-93.22507886,245.8816986
2,45.33380481,-93.22507886,245.8816986
2.02,45.33380481,-93.22507886,245.8816986
2.04,45.33380481,-93.22507886,245.8816986
2.06,45.33380481,-93.22507886,245.8816986
2.08,45.33380481,-93.22507886,245.8816986
2.1,45.33380481,-93.22507886,245.8816986
2.12,45.33380481,-93.22507886,245.8816986
2.14,45.33380481,-93.22507886,245.8816986
2.16,45.33380481,-93.22507886,245.8816986
2.18,45.33380481,-93.22507886,245.8816986
2.2,45.33380481,-93.22507886,245.8816986
2.22,45.33380481,-93.22507886,245.8816986
2.24,45.33380481,-93.22507886,245.8816986
2.26,45.33380481,-93.22507886,245.8816986
2.28,45.33380481,-93.22507886,245.8816986
2.3,45.33380481,-93.22507886,245.8816986
2.32,45.33380481,-93.22507886,245.8816986
2.34,45.33380481,-93.22507886,245.8816986
2.36,45.33380481,-93.22507886,245.8825684
2.38,45.33380481,-93.22507886,245.8825684
2.4,45.33380481,-93.22507886,245.8825684
2.42,45.33380481,-93.22507886,245.8825684
2.44,45.33380481,-93.22507886,245.8825684
2.46,45.33380481,-93.22507886,245.8825684
2.48,45.33380481,-93.22507886,245.8825684
2.5,45.33380481,-93.22507886,245.8825684
2.52,45.33380481,-93.22507886,245.8825684
2.54,45.33380481,-93.22507886,245.8825684
2.56,45.33380481,-93.22507886,245.8825684
2.58,45.33380481,-93.22507886,245.8825684
2.6,45.33380481,-93.22507886,245.8825684
2.62,45.33380481,-93.22507886,245.8825684
2.64,45.33380481,-93.22507886,245.8825684
2.66,45.33380481,-93.22507886,245.8825684
2.68,45.33380481,-93.22507886,245.8825684
2.7,45.33380481,-93.22507886,245.8825684
2.72,45.33380481,-93.22507886,245.8825684
2.74,45.33380481,-93.22507886,245.8825684
2.76,45.33380481,-93.22507886,245.8825684
2.78,45.33380481,-93.22507886,245.8825684
2.8,45.33380481,-93.22507886,245.8825684
2.82,45.33380481,-93.22507886,245.8825684
2.84,45.33380481,-93.22507886,245.8825684
2.86,45.33380481,-93.22507886,245.8825684
2.88,45.33380481,-93.22507886,245.8825684
2.9,45.33380481,-93.22507886,245.8825684
2.92,45.33380481,-93.22507886,245.8825684
2.94,45.33380481,-93.22507886,245.8825684
2.96,45.33380481,-93.22507886,245.8825684
2.98,45.33380481,-93.22507886,245.8825684
3,45.33380481,-93.22507886,245.8825684
3.02,45.33380481,-93.22507886,245.8825684
3.04,45.33380481,-93.22507886,245.8825684
3.06,45.33380481,-93.22507886,245.8825684
3.08,45.33380481,-93.22507886,245.8825684
3.1,45.33380481,-93.22507886,245.8825684
3.12,45.33380481,-93.22507886,245.8825684
3.14,45.33380481,-93.22507886,245.8825684
3.16,45.33380481,-93.22507886,245.8825684
3.18,45.33380481,-93.22507886,245.8825684
3.2,45.33380481,-93.22507886,245.8825684
3.22,45.33380481,-93.22507886,245.8825684
3.24,45.33380481,-93.22507886,245.8825684
3.26,45.33380481,-93.22507886,245.8825684
3.28,45.33380481,-93.22507886,245.8825684
3.3,45.33380481,-93.22507886,245.8825684
3.32,45.33380481,-93.22507886,245.8825684
3.34,45.33380481,-93.22507886,245.8825684
3.36,45.33380481,-93.22507886,245.8970337
3.38,45.33380481,-93.22507886,245.8970337
3.4,45.33380481,-93.22507886,245.8970337
3.42,45.33380481,-93.22507886,245.8970337
3.44,45.33380481,-93.22507886,245.8970337
3.46,45.33380481,-93.22507886,245.8970337
3.48,45.33380481,-93.22507886,245.8970337
3.5,45.33380481,-93.22507886,245.8970337
3.52,45.33380481,-93.22507886,245.8970337
3.54,45.33380481,-93.22507886,245.8970337
3.56,45.33380481,-93.22507886,245.8970337
3.58,45.33380481,-93.22507886,245.8970337
3.6,45.33380481,-93.22507886,245.8970337
3.62,45.33380481,-93.22507886,245.8970337
3.64,45.33380481,-93.22507886,245.8970337
3.66,45.33380481,-93.22507886,245.8970337
3.68,45.33380481,-93.22507886,245.8970337
3.7,45.33380481,-93.22507886,245.8970337
3.72,45.33380481,-93.22507886,245.8970337
3.74,45.33380481,-93.22507886,245.8970337
3.76,45.33380481,-93.22507886,245.8970337
3.78,45.33380481,-93.22507886,245.8970337
3.8,45.33380481,-93.22507886,245.8970337
3.82,45.33380481,-93.22507886,245.8970337
3.84,45.33380481,-93.22507886,245.8970337
3.86,45.33380481,-93.22507886,245.8970337
3.88,45.33380481,-93.22507886,245.8970337
3.9,45.33380481,-93.22507886,245.8970337
3.92,45.33380481,-93.22507886,245.8970337
3.94,45.33380481,-93.22507886,245.8970337
3.96,45.33380481,-93.22507886,245.8970337
3.98,45.33380481,-93.22507886,245.8970337
4,45.33380481,-93.22507886,245.8970337
4.02,45.33380481,-93.22507886,245.8970337
4.04,45.33380481,-93.22507886,245.8970337
4.06,45.33380481,-93.22507886,245.8970337
4.08,45.33380481,-93.22507886,245.8970337
4.1,45.33380481,-93.22507886,245.8970337
4.12,45.33380481,-93.22507886,245.8970337
4.14,45.33380481,-93.22507886,245.8970337
4.16,45.33380481,-93.22507886,245.8970337
4.18,45.33380481,-93.22507886,245.8970337
4.2,45.33380481,-93.22507886,245.8970337
4.22,45.33380481,-93.22507886,245.8970337
4.24,45.33380481,-93.22507886,245.8970337
4.26,45.33380481,-93.22507886,245.8970337
4.28,45.33380481,-93.22507886,245.8970337
4.3,45.33380481,-93.22507886,245.8970337
4.32,45.33380481,-93.22507886,245.8970337
4.34,45.33380481,-93.22507886,245.8970337
4.36,45.33380481,-93.22507886,245.9113464
4.38,45.33380481,-93.22507886,245.9113464
4.4,45.33380481,-93.22507886,245.9113464
4.42,45.33380481,-93.22507886,245.9113464
4.44,45.33380481,-93.22507886,245.9113464
4.46,45.33380481,-93.22507886,245.9113464
4.48,45.33380481,-93.22507886,245.9113464
4.5,45.33380481,-93.22507886,245.9113464
4.52,45.33380481,-93.22507886,245.9113464
4.54,45.33380481,-93.22507886,245.9113464
4.56,45.33380481,-93.22507886,245.9113464
4.58,45.33380481,-93.22507886,245.9113464
4.6,45.33380481,-93.22507886,245.9113464
4.62,45.33380481,-93.22507886,245.9113464
4.64,45.33380481,-93.22507886,245.9113464
4.66,45.33380481,-93.22507886,245.9113464
4.68,45.33380481,-93.22507886,245.9113464
4.7,45.33380481,-93.22507886,245.9113464
4.72,45.33380481,-93.22507886,245.9113464
4.74,45.33380481,-93.22507886,245.9113464
4.76,45.33380481,-93.22507886,245.9113464
4.78,45.33380481,-93.22507886,245.9113464
4.8,45.33380481,-93.22507886,245.9113464
4.82,45.33380481,-93.22507886,245.9113464
4.84,45.33380481,-93.22507886,245.9113464
4.86,45.33380481,-93.22507886,245.9113464
4.88,45.33380481,-93.22507886,245.9113464
4.9,45.33380481,-93.22507886,245.9113464
4.92,45.33380481,-93.22507886,245.9113464
4.94,45.33380481,-93.22507886,245.9113464
4.96,45.33380481,-93.22507886,245.9113464
4.98,45.33380481,-93.22507886,245.9113464
5,45.33380481,-93.22507886,245.9113464
5.02,45.33380481,-93.22507886,245.9113464
5.04,45.33380481,-93.22507886,245.9113464
5.06,45.33380481,-93.22507886,245.9113464
5.08,45.33380481,-93.22507886,245.9113464
5.1,45.33380481,-93.22507886,245.9113464
5.12,45.33380481,-93.22507886,245.9113464
5.14,45.33380481,-93.22507886,245.9113464
5.16,45.33380481,-93.22507886,245.9113464
5.18,45.33380481,-93.22507886,245.9113464
5.2,45.33380481,-93.22507886,245.9113464
5.22,45.33380481,-93.22507886,245.9113464
5.24,45.33380481,-93.22507886,245.9113464
5.26,45.33380481,-93.22507886,245.9113464
5.28,45.33380481,-93.22507886,245.9113464
5.3,45.33380481,-93.22507886,245.9113464
5.32,45.33380481,-93.22507886,245.9113464
5.34,45.33380481,-93.22507886,245.9113464
5.36,45.33380481,-93.22507886,245.9124756
5.38,45.33380481,-93.22507886,245.9124756
5.4,45.33380481,-93.22507886,245.9124756
5.42,45.33380481,-93.22507886,245.9124756
5.44,45.33380481,-93.22507886,245.9124756
5.46,45.33380481,-93.22507886,245.9124756
5.48,45.33380481,-93.22507886,245.9124756
5.5,45.33380481,-93.22507886,245.9124756
5.52,45.33380481,-93.22507886,245.9124756
5.54,45.33380481,-93.22507886,245.9124756
5.56,45.33380481,-93.22507886,245.9124756
5.58,45.33380481,-93.22507886,245.9124756
5.6,45.33380481,-93.22507886,245.9124756
5.62,45.33380481,-93.22507886,245.9124756
5.64,45.33380481,-93.22507886,245.9124756
5.66,45.33380481,-93.22507886,245.9124756
5.68,45.33380481,-93.22507886,245.9124756
5.7,45.33380481,-93.22507886,245.9124756
5.72,45.33380481,-93.22507886,245.9124756
5.74,45.33380481,-93.22507886,245.9124756
5.76,45.33380481,-93.22507886,245.9124756
5.78,45.33380481,-93.22507886,245.9124756
5.8,45.33380481,-93.22507886,245.9124756
5.82,45.33380481,-93.22507886,245.9124756
5.84,45.33380481,-93.22507886,245.9124756
5.86,45.33380481,-93.22507886,245.9124756
5.88,45.33380481,-93.22507886,245.9124756
5.9,45.33380481,-93.22507886,245.9124756
5.92,45.33380481,-93.22507886,245.9124756
5.94,45.33380481,-93.22507886,245.9124756
5.96,45.33380481,-93.22507886,245.9124756
5.98,45.33380481,-93.22507886,245.9124756
6,45.33380481,-93.22507886,245.9124756
6.02,45.33380481,-93.22507886,245.9124756
6.04,45.33380481,-93.22507886,245.9124756
6.06,45.33380481,-93.22507886,245.9124756
6.08,45.33380481,-93.22507886,245.9124756
6.1,45.33380481,-93.22507886,245.9124756
6.12,45.33380481,-93.22507886,245.9124756
6.14,45.33380481,-93.22507886,245.9124756
6.16,45.33380481,-93.22507886,245.9124756
6.18,45.33380481,-93.22507886,245.9124756
6.2,45.33380481,-93.22507886,245.9124756
6.22,45.33380481,-93.22507886,245.9124756
6.24,45.33380481,-93.22507886,245.9124756
6.26,45.33380481,-93.22507886,245.9124756
6.28,45.33380481,-93.22507886,245.9124756
6.3,45.33380481,-93.22507886,245.9124756
6.32,45.33380481,-93.22507886,245.9124756
6.34,45.33380481,-93.22507886,245.9124756
6.36,45.33380481,-93.22507886,245.9303589
6.38,45.33380481,-93.22507886,245.9303589
6.4,45.33380481,-93.22507886,245.9303589
6.42,45.33380481,-93.22507886,245.9303589
6.44,45.33380481,-93.22507886,245.9303589
6.46,45.33380481,-93.22507886,245.9303589
6.48,45.33380481,-93.22507886,245.9303589
6.5,45.33380481,-93.22507886,245.9303589
6.52,45.33380481,-93.22507886,245.9303589
6.54,45.33380481,-93.22507886,245.9303589
6.56,45.33380481,-93.22507886,245.9303589
6.58,45.33380481,-93.22507886,245.9303589
6.6,45.33380481,-93.22507886,245.9303589
6.62,45.33380481,-93.22507886,245.9303589
6.64,45.33380481,-93.22507886,245.9303589
6.66,45.33380481,-93.22507886,245.9303589
6.68,45.33380481,-93.22507886,245.9303589
6.7,45.33380481,-93.22507886,245.9303589
6.72,45.33380481,-93.22507886,245.9303589
6.74,45.33380481,-93.22507886,245.9303589
6.76,45.33380481,-93.22507886,245.9303589
6.78,45.33380481,-93.22507886,245.9303589
6.8,45.33380481,-93.22507886,245.9303589
6.82,45.33380481,-93.22507886,245.9303589
6.84,45.33380481,-93.22507886,245.9303589
6.86,45.33380481,-93.22507886,245.9303589
6.88,45.33380481,-93.22507886,245.9303589
6.9,45.33380481,-93.22507886,245.9303589
6.92,45.33380481,-93.22507886,245.9303589
6.94,45.33380481,-93.22507886,245.9303589
6.96,45.33380481,-93.22507886,245.9303589
6.98,45.33380481,-93.22507886,245.9303589
7,45.33380481,-93.22507886,245.9303589
7.02,45.33380481,-93.22507886,245.9303589
7.04,45.33380481,-93.22507886,245.9303589
7.06,45.33380481,-93.22507886,245.9303589
7.08,45.33380481,-93.22507886,245.9303589
7.1,45.33380481,-93.22507886,245.9303589
7.12,45.33380481,-93.22507886,245.9303589
7.14,45.33380481,-93.22507886,245.9303589
7.16,45.33380481,-93.22507886,245.9303589
7.18,45.33380481,-93.22507886,245.9303589
7.2,45.33380481,-93.22507886,245.9303589
7.22,45.33380481,-93.22507886,245.9303589
7.24,45.33380481,-93.22507886,245.9303589
7.26,45.33380481,-93.22507886,245.9303589
7.28,45.33380481,-93.22507886,245.9303589
7.3,45.33380481,-93.22507886,245.9303589
7.32,45.33380481,-93.22507886,245.9303589
7.34,45.33380481,-93.22507886,245.9303589
7.36,45.33380481,-93.22507886,245.9190826
7.38,45.33380481,-93.22507886,245.9190826
7.4,45.33380481,-93.22507886,245.9190826
7.42,45.33380481,-93.22507886,245.9190826
7.44,45.33380481,-93.22507886,245.9190826
7.46,45.33380481,-93.22507886,245.9190826
7.48,45.33380481,-93.22507886,245.9190826
7.5,45.33380481,-93.22507886,245.9190826
7.52,45.33380481,-93.22507886,245.9190826
7.54,45.33380481,-93.22507886,245.9190826
7.56,45.33380481,-93.22507886,245.9190826
7.58,45.33380481,-93.22507886,245.9190826
7.6,45.33380481,-93.22507886,245.9190826
7.62,45.33380481,-93.22507886,245.9190826
7.64,45.33380481,-93.22507886,245.9190826
7.66,45.33380481,-93.22507886,245.9190826
7.68,45.33380481,-93.22507886,245.9190826
7.7,45.33380481,-93.22507886,245.9190826
7.72,45.33380481,-93.22507886,245.9190826
7.74,45.33380481,-93.22507886,245.9190826
7.76,45.33380481,-93.22507886,245.9190826
7.78,45.33380481,-93.22507886,245.9190826
7.8,45.33380481,-93.22507886,245.9190826
7.82,45.33380481,-93.22507886,245.9190826
7.84,45.33380481,-93.22507886,245.9190826
7.86,45.33380481,-93.22507886,245.9190826
7.88,45.33380481,-93.22507886,245.9190826
7.9,45.33380481,-93.22507886,245.9190826
7.92,45.33380481,-93.22507886,245.9190826
7.94,45.33380481,-93.22507886,245.9190826
7.96,45.33380481,-93.22507886,245.9190826
7.98,45.33380481,-93.22507886,245.9190826
8,45.33380481,-93.22507886,245.9190826
8.02,45.33380481,-93.22507886,245.9190826
8.04,45.33380481,-93.22507886,245.9190826
8.06,45.33380481,-93.22507886,245.9190826
8.08,45.33380481,-93.22507886,245.9190826
8.1,45.33380481,-93.22507886,245.9190826
8.12,45.33380481,-93.22507886,245.9190826
8.14,45.33380481,-93.22507886,245.9190826
8.16,45.33380481,-93.22507886,245.9190826
8.18,45.33380481,-93.22507886,245.9190826
8.2,45.33380481,-93.22507886,245.9190826
8.22,45.33380481,-93.22507886,245.9190826
8.24,45.33380481,-93.22507886,245.9190826
8.26,45.33380481,-93.22507886,245.9190826
8.28,45.33380481,-93.22507886,245.9190826
8.3,45.33380481,-93.22507886,245.9190826
8.32,45.33380481,-93.22507886,245.9190826
8.34,45.33380481,-93.22507886,245.9190826
8.36,45.33380481,-93.22507886,245.9067383
8.38,45.33380481,-93.22507886,245.9067383
8.4,45.33380481,-93.22507886,245.9067383
8.42,45.33380481,-93.22507886,245.9067383
8.44,45.33380481,-93.22507886,245.9067383
8.46,45.33380481,-93.22507886,245.9067383
8.48,45.33380481,-93.22507886,245.9067383
8.5,45.33380481,-93.22507886,245.9067383
8.52,45.33380481,-93.22507886,245.9067383
8.54,45.33380481,-93.22507886,245.9067383
8.56,45.33380481,-93.22507886,245.9067383
8.58,45.33380481,-93.22507886,245.9067383
8.6,45.33380481,-93.22507886,245.9067383
8.62,45.33380481,-93.22507886,245.9067383
8.64,45.33380481,-93.22507886,245.9067383
8.66,45.33380481,-93.22507886,245.9067383
8.68,45.33380481,-93.22507886,245.9067383
8.7,45.33380481,-93.22507886,245.9067383
8.72,45.33380481,-93.22507886,245.9067383
8.74,45.33380481,-93.22507886,245.9067383
8.76,45.33380481,-93.22507886,245.9067383
8.78,45.33380481,-93.22507886,245.9067383
8.8,45.33380481,-93.22507886,245.9067383
8.82,45.33380481,-93.22507886,245.9067383
8.84,45.33380481,-93.22507886,245.9067383
8.86,45.33380481,-93.22507886,245.9067383
8.88,45.33380481,-93.22507886,245.9067383
8.9,45.33380481,-93.22507886,245.9067383
8.92,45.33380481,-93.22507886,245.9067383
8.94,45.33380481,-93.22507886,245.9067383
8.96,45.33380481,-93.22507886,245.9067383
8.98,45.33380481,-93.22507886,245.9067383
9,45.33380481,-93.22507886,245.9067383
9.02,45.33380481,-93.22507886,245.9067383
9.04,45.33380481,-93.22507886,245.9067383
9.06,45.33380481,-93.22507886,245.9067383
9.08,45.33380481,-93.22507886,245.9067383
9.1,45.33380481,-93.22507886,245.9067383
9.12,45.33380481,-93.22507886,245.9067383
9.14,45.33380481,-93.22507886,245.9067383
9.16,45.33380481,-93.22507886,245.9067383
9.18,45.33380481,-93.22507886,245.9067383
9.2,45.33380481,-93.22507886,245.9067383
9.22,45.33380481,-93.22507886,245.9067383
9.24,45.33380481,-93.22507886,245.9067383
9.26,45.33380481,-93.22507886,245.9067383
9.28,45.33380481,-93.22507886,245.9067383
9.3,45.33380481,-93.22507886,245.9067383
9.32,45.33380481,-93.22507886,245.9067383
9.34,45.33380481,-93.22507886,245.9067383
9.36,45.33380481,-93.22507886,245.9034729
9.38,45.33380481,-93.22507886,245.9034729
9.4,45.33380481,-93.22507886,245.9034729
9.42,45.33380481,-93.22507886,245.9034729
9.44,45.33380481,-93.22507886,245.9034729
9.46,45.33380481,-93.22507886,245.9034729
9.48,45.33380481,-93.22507886,245.9034729
9.5,45.33380481,-93.22507886,245.9034729
9.52,45.33380481,-93.22507886,245.9034729
9.54,45.33380481,-93.22507886,245.9034729
9.56,45.33380481,-93.22507886,245.9034729
9.58,45.33380481,-93.22507886,245.9034729
9.6,45.33380481,-93.22507886,245.9034729
9.62,45.33380481,-93.22507886,245.9034729
9.64,45.33380481,-93.22507886,245.9034729
9.66,45.33380481,-93.22507886,245.9034729
9.68,45.33380481,-93.22507886,245.9034729
9.7,45.33380481,-93.22507886,245.9034729
9.72,45.33380481,-93.22507886,245.9034729
9.74,45.33380481,-93.22507886,245.9034729
9.76,45.33380481,-93.22507886,245.9034729
9.78,45.33380481,-93.22507886,245.9034729
9.8,45.33380481,-93.22507886,245.9034729
9.82,45.33380481,-93.22507886,245.9034729
9.84,45.33380481,-93.22507886,245.9034729
9.86,45.33380481,-93.22507886,245.9034729
9.88,45.33380481,-93.22507886,245.9034729
9.9,45.33380481,-93.22507886,245.9034729
9.92,45.33380481,-93.22507886,245.9034729
9.94,45.33380481,-93.22507886,245.9034729
9.96,45.33380481,-93.22507886,245.9034729
9.98,45.33380481,-93.22507886,245.9034729
10,45.33380481,-93.22507886,245.9034729
10.02,45.33380481,-93.22507886,245.9034729
10.04,45.33380481,-93.22507886,245.9034729
10.06,45.33380481,-93.22507886,245.9034729
10.08,45.33380481,-93.22507886,245.9034729
10.1,45.33380481,-93.22507886,245.9034729
10.12,45.33380481,-93.22507886,245.9034729
10.14,45.33380481,-93.22507886,245.9034729
10.16,45.33380481,-93.22507886,245.9034729
10.18,45.33380481,-93.22507886,245.9034729
10.2,45.33380481,-93.22507886,245.9034729
10.22,45.33380481,-93.22507886,245.9034729
10.24,45.33380481,-93.22507886,245.9034729
10.26,45.33380481,-93.22507886,245.9034729
10.28,45.33380481,-93.22507886,245.9034729
10.3,45.33380481,-93.22507886,245.9034729
10.32,45.33380481,-93.22507886,245.9034729
10.34,45.33380481,-93.22507886,245.9034729
10.36,45.33380481,-93.22507886,245.9168549
10.38,45.33380481,-93.22507886,245.9168549
10.4,45.33380481,-93.22507886,245.9168549
10.42,45.33380481,-93.22507886,245.9168549
10.44,45.33380481,-93.22507886,245.9168549
10.46,45.33380481,-93.22507886,245.9168549
10.48,45.33380481,-93.22507886,245.9168549
10.5,45.33380481,-93.22507886,245.9168549
10.52,45.33380481,-93.22507886,245.9168549
10.54,45.33380481,-93.22507886,245.9168549
10.56,45.33380481,-93.22507886,245.9168549
10.58,45.33380481,-93.22507886,245.9168549
10.6,45.33380481,-93.22507886,245.9168549
10.62,45.33380481,-93.22507886,245.9168549
10.64,45.33380481,-93.22507886,245.9168549
10.66,45.33380481,-93.22507886,245.9168549
10.68,45.33380481,-93.22507886,245.9168549
10.7,45.33380481,-93.22507886,245.9168549
10.72,45.33380481,-93.22507886,245.9168549
10.74,45.33380481,-93.22507886,245.9168549
10.76,45.33380481,-93.22507886,245.9168549
10.78,45.33380481,-93.22507886,245.9168549
10.8,45.33380481,-93.22507886,245.9168549
10.82,45.33380481,-93.22507886,245.9168549
10.84,45.33380481,-93.22507886,245.9168549
10.86,45.33380481,-93.22507886,245.9168549
10.88,45.33380481,-93.22507886,245.9168549
10.9,45.33380481,-93.22507886,245.9168549
10.92,45.33380481,-93.22507886,245.9168549
10.94,45.33380481,-93.22507886,245.9168549
10.96,45.33380481,-93.22507886,245.9168549
10.98,45.33380481,-93.22507886,245.9168549
11,45.33380481,-93.22507886,245.9168549
11.02,45.33380481,-93.22507886,245.9168549
11.04,45.33380481,-93.22507886,245.9168549
11.06,45.33380481,-93.22507886,245.9168549
11.08,45.33380481,-93.22507886,245.9168549
11.1,45.33380481,-93.22507886,245.9168549
11.12,45.33380481,-93.22507886,245.9168549
11.14,45.33380481,-93.22507886,245.9168549
11.16,45.33380481,-93.22507886,245.9168549
11.18,45.33380481,-93.22507886,245.9168549
11.2,45.33380481,-93.22507886,245.9168549
11.22,45.33380481,-93.22507886,245.9168549
11.24,45.33380481,-93.22507886,245.9168549
11.26,45.33380481,-93.22507886,245.9168549
11.28,45.33380481,-93.22507886,245.9168549
11.3,45.33380481,-93.22507886,245.9168549
11.32,45.33380481,-93.22507886,245.9168549
11.34,45.33380481,-93.22507886,245.9168549
11.36,45.33380481,-93.22507886,245.9056702
11.38,45.33380481,-93.22507886,245.9056702
11.4,45.33380481,-93.22507886,245.9056702
11.42,45.33380481,-93.22507886,245.9056702
11.44,45.33380481,-93.22507886,245.9056702
11.46,45.33380481,-93.22507886,245.9056702
11.48,45.33380481,-93.22507886,245.9056702
11.5,45.33380481,-93.22507886,245.9056702
11.52,45.33380481,-93.22507886,245.9056702
11.54,45.33380481,-93.22507886,245.9056702
11.56,45.33380481,-93.22507886,245.9056702
11.58,45.33380481,-93.22507886,245.9056702
11.6,45.33380481,-93.22507886,245.9056702
11.62,45.33380481,-93.22507886,245.9056702
11.64,45.33380481,-93.22507886,245.9056702
11.66,45.33380481,-93.22507886,245.9056702
11.68,45.33380481,-93.22507886,245.9056702
11.7,45.33380481,-93.22507886,245.9056702
11.72,45.33380481,-93.22507886,245.9056702
11.74,45.33380481,-93.22507886,245.9056702
11.76,45.33380481,-93.22507886,245.9056702
11.78,45.33380481,-93.22507886,245.9056702
11.8,45.33380481,-93.22507886,245.9056702
11.82,45.33380481,-93.22507886,245.9056702
11.84,45.33380481,-93.22507886,245.9056702
11.86,45.33380481,-93.22507886,245.9056702
11.88,45.33380481,-93.22507886,245.9056702
11.9,45.33380481,-93.22507886,245.9056702
11.92,45.33380481,-93.22507886,245.9056702
11.94,45.33380481,-93.22507886,245.9056702
11.96,45.33380481,-93.22507886,245.9056702
11.98,45.33380481,-93.22507886,245.9056702
12,45.33380481,-93.22507886,245.9056702
12.02,45.33380481,-93.22507886,245.9056702
12.04,45.33380481,-93.22507886,245.9056702
12.06,45.33380481,-93.22507886,245.9056702
12.08,45.33380481,-93.22507886,245.9056702
12.1,45.33380481,-93.22507886,245.9056702
12.12,45.33380481,-93.22507886,245.9056702
12.14,45.33380481,-93.22507886,245.9056702
